V1,V2,cover_type,aspect,slope,horizontal_distance_to_hydrology,vertical_distance_to_hydrology,horizontal_distance_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,horizontal_distance_to_fire_points,elevation_boxcox,st_line_dist_to_hydrology,neg_vert_dist,hdth_gt_1250,hdth_lt_600,vdth_gt_500,vdth_btw_350_500,vdth_lt_350,dist_ratio_sq,wilderness_area,soil_type
-4.03314675733694,-10.172024868733445,spruce_fir,10,1,1,3,6,9,10,7,1,9498724,125.29964086141668,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,47.4567901234568,4,7
-6.374274950901719,1.9223445053448196,spruce_fir,1,3,4,3,3,9,9,5,5,10106041,428.65487282894617,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,45.29503653313177,2,18
4.4692197410245065,-5.962267311911911,spruce_fir,8,2,1,3,2,8,10,8,2,9753129,67.1863081289633,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,179.56,3,21
1.9732624409550548,-3.884909214717837,spruce_fir,7,2,2,3,2,9,10,7,2,1089e4,228.0548179714693,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2079.36,2,5
-9.913183529248402,-4.256210397549362,spruce_fir,1,3,2,3,6,9,9,5,7,9753129,243.09051812030842,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,110.7069943289225,4,7
-5.465728413379332,-0.8008964720442722,spruce_fir,3,2,1,3,2,10,9,5,4,10010896,30.14962686336267,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,100,3,22
20.20512163828119,2.2706957485410015,spruce_fir,3,3,1,3,2,10,9,4,4,10291264,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,999999,4,23
-1.5769575378877674,-2.163767741653816,spruce_fir,4,2,4,4,4,10,10,6,4,10265616,518.5219378194138,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,33.719137396694215,2,17
-29.0933775260809,6.586317939219757,spruce_fir,1,3,5,4,4,9,9,5,4,10291264,636.4353855655734,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,57.796632312382066,2,21
-0.7327013908210662,-0.4130597091666744,spruce_fir,4,2,4,3,1,10,10,5,2,9443329,450.35985611508494,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,625,2,5
-4.123730623837032,-2.6216971056700253,spruce_fir,4,3,1,3,1,10,10,5,2,8892324,69.92138442565336,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,11.2225,4,23
-27.800322091405032,5.812466418938228,spruce_fir,2,2,5,4,9,9,9,5,3,10445824,689.138592737339,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,66.30612244897958,4,7
-4.8231874937659445,0.5444141806570948,spruce_fir,1,2,1,3,3,9,9,6,5,9492561,60.07495318350236,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,400,2,22
-3.186421286238629,-2.03402912236875,spruce_fir,5,2,1,3,3,10,10,6,5,9740641,90.35485598461214,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,126.5625,2,17
1.2076043043053326,-8.269656405174132,spruce_fir,9,3,4,4,5,7,10,9,3,10504081,461.34585724811706,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,14.285837403045104,2,18
2.566637539206674,-9.416539703611281,spruce_fir,10,3,3,4,2,8,9,7,4,11417641,429.53230379099546,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,16.390706004335943,2,5
-1.2054719949957327,-10.068830529135832,spruce_fir,9,2,2,3,2,8,10,7,4,10342656,271.9191056178289,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,33.94328922495274,4,7
-6.81250240543964,-9.310218164767793,spruce_fir,10,3,3,3,5,8,9,7,7,9872164,362.7905731961623,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,100.55632716049384,4,7
-4.698218290851519,3.550216866534731,spruce_fir,3,3,3,3,3,10,9,4,2,10601536,324.7799254880141,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,27.347755979575382,3,17
-17.71145963218127,-1.6871188277960134,spruce_fir,3,2,1,3,3,10,9,5,3,10719076,124.4025723206719,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,153.76000000000002,4,19
-6.5789866823555,3.000967260696162,spruce_fir,1,3,4,5,3,9,9,6,5,9223369,480.20828814171875,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6.278121449311956,2,18
-2.7149519720946964,-2.0457914970608178,spruce_fir,5,3,3,3,1,10,10,6,4,10265616,337.7484270873811,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,60.694970254191446,3,5
-3.2407445071218675,-10.622961628218938,spruce_fir,10,3,1,3,6,8,9,7,2,11256025,125.57467897629681,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,10.518626734842952,4,7
-11.377173114629317,-3.202248618250967,spruce_fir,1,5,1,3,4,7,7,5,10,7091569,129.61867149450345,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,5.99750104123282,4,7
5.072443462485823,-7.297149406140931,spruce_fir,10,3,1,3,4,8,9,7,2,8259876,42.2965719651132,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,70.56,2,17
-3.6990631217171126,3.5972027615204016,spruce_fir,3,3,1,3,5,10,9,5,1,9253764,127.00393694685216,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,16129,2,34
-29.14152595701233,6.644872820730346,spruce_fir,1,3,5,4,3,9,9,5,3,10131489,700.8773073798295,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,31.46936347412254,2,17
-18.9085513402211,-2.5554164822483356,spruce_fir,3,1,1,3,5,9,10,6,2,9199089,90.6697303403953,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,66.94214876033058,2,5
-7.020221932780523,-4.329104455055404,spruce_fir,1,2,2,3,6,9,9,6,2,9498724,256.632032295269,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,202.2716049382716,4,23
-17.646282493181676,-2.9106587999220976,spruce_fir,1,1,2,2,4,9,10,7,4,10188864,234.94041797868667,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,124.16326530612244,4,23
-30.562275614975253,4.836105971869449,spruce_fir,10,3,6,5,2,8,9,7,2,11587216,820.0792644616738,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14.39639660264188,3,17
-7.31516179025816,7.414153658358365,spruce_fir,2,4,2,4,2,9,8,5,1,9884736,270.4163456597992,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,10.145404663923182,4,23
3.060942591244219,-5.830170731512048,spruce_fir,7,3,1,3,5,8,10,8,3,10824100,61,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,29.752066115702476,2,5
-6.128737018966015,-8.89208237580798,spruce_fir,10,2,2,3,7,9,10,7,7,8809024,180.22485955050706,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,400,4,22
-6.456202049312433,1.4599302437115176,spruce_fir,4,3,3,4,4,10,9,4,5,10118761,356.9677856613955,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,29.160000000000004,2,17
-18.337631309376007,-1.773600990246996,spruce_fir,1,2,2,3,3,9,9,6,3,7767369,255.0019607767752,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,65025,4,16
4.450631340533043,-7.089502188504554,spruce_fir,9,3,1,3,5,8,9,8,3,8892324,60.29925372672534,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,100,2,23
-3.2643313013467656,-10.458446798333663,spruce_fir,10,2,2,3,6,8,9,7,2,8970025,211.9929244102265,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,52.43757431629013,4,7
-31.74147552069516,7.337169338648723,spruce_fir,4,3,7,8,4,10,10,5,2,13329801,994.2635465509132,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5.30394857667585,4,27
-3.571065386791489,2.087642310791104,spruce_fir,2,2,2,3,4,9,9,5,2,9954025,213.23461257497573,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,32.213294375456535,2,23
-18.25296962644915,-4.31115069139793,spruce_fir,2,3,5,2,5,10,9,5,4,7150276,584.0590723548432,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,141.076218242399,2,3
-9.76888475338403,10.250491727039941,spruce_fir,3,5,1,3,1,10,7,2,1,8225424,128.87590930814028,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6.518786781349028,4,23
-7.5975587631521115,-4.132145536663139,spruce_fir,2,2,1,3,7,9,9,5,3,8862529,31.32091952673165,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,11.111111111111112,4,7
-29.368549466806186,4.289511208764996,spruce_fir,9,2,5,3,3,8,10,8,1,10233601,618.5466837676846,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,564.9763313609468,2,22
-17.783053079059727,-2.427491719152737,spruce_fir,1,2,2,2,5,9,9,6,3,10227204,190.59118552545917,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,160.44444444444443,4,7
20.852954246190414,3.58036731070424,spruce_fir,2,3,3,3,2,9,9,5,2,10208025,390,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,999999,3,5
-9.909773989825492,-1.0500664247630385,spruce_fir,2,4,2,3,7,9,7,4,5,9357481,162.88953311984167,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,90.80968858131487,4,7
20.187099147980337,-1.2098432336572797,spruce_fir,10,2,1,3,2,8,9,7,4,8732025,42,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,999999,4,7
1.545230368924316,-7.161974820087092,spruce_fir,10,1,3,4,5,9,10,7,3,9211225,394.4058823090751,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,18.204444444444444,2,5
-0.8051013863951086,-1.0892685618343427,spruce_fir,5,2,4,4,1,10,10,6,2,10265616,438.9453268916301,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,36.16685956790124,2,5
-9.992379561967006,0.30269072203049957,spruce_fir,2,5,2,3,7,9,7,3,2,11135569,195.96938536414305,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,15.668402777777779,4,7
-3.067337261722834,-9.240540464539597,spruce_fir,9,2,1,3,5,8,10,8,4,9431041,30.01666203960727,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,900,4,22
19.916383260399922,1.6531845379825185,spruce_fir,1,2,1,3,5,9,9,6,3,9180900,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,999999,4,22
-7.457891368426625,-2.415786020421368,spruce_fir,4,3,2,3,4,10,9,4,4,10582009,195.7268504830137,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,16.342236306020826,4,8
-17.69032422391957,-1.6848288085768417,spruce_fir,3,2,1,3,3,10,9,5,3,10751841,60.207972893961475,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,144,4,19
1.8544603859798392,-6.513800652044957,spruce_fir,8,2,2,3,5,8,10,8,3,11269449,243.97745797511703,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,60.94068678459938,2,19
1.9651584384734317,-7.74607618588802,spruce_fir,9,3,3,4,4,8,10,8,2,10125124,370.59951430081503,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,16.735537190082646,2,21
5.530941310899873,-6.764732779565922,spruce_fir,9,3,1,3,1,7,10,8,2,9492561,126.17844506887855,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9.467455621301776,3,23
-2.0201693405215746,1.3722398916124396,spruce_fir,1,2,3,3,4,9,9,6,4,9284209,336.21719170797917,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,31.474001723642633,2,5
-6.265284738118252,-5.154237399171327,spruce_fir,4,2,3,4,5,10,10,6,5,10099684,397.0415595375376,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,32.111111111111114,4,7
20.165517279281257,0.0010971878859295844,spruce_fir,7,1,1,3,4,9,10,7,2,10272025,67,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,999999,4,22
-1.4240543256469476,-3.5034164829857533,spruce_fir,4,1,1,3,5,10,10,6,2,10673289,95.04735661763561,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1002.7777777777778,2,17
2.7493479003132295,-6.499555395982972,spruce_fir,10,2,3,3,1,9,9,7,2,9659664,330.80054413498175,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,205.8601134215501,3,23
-7.165825683047508,-2.545205248075077,spruce_fir,1,2,1,3,3,9,9,6,4,10188864,95.524865872714,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,90.25,4,7
0.36380248535551724,-9.528411555507489,spruce_fir,10,3,3,4,3,7,9,7,4,10916416,299.16216338300535,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8.511956637262195,4,22
-9.696774367971631,-3.7754037663100632,spruce_fir,3,3,3,3,5,10,9,5,7,10291264,310.75713990188547,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,87.67768595041322,4,26
-3.5618949178014323,-0.7088877172328101,spruce_fir,1,1,2,3,2,9,10,7,2,9865881,275.74626017409554,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,23.246173469387752,3,23
-5.595188076904681,-6.393108467648969,spruce_fir,4,1,1,3,8,9,10,6,2,10791225,122.57650672131263,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,23.04,4,19
3.431588907210416,-13.00030600777973,spruce_fir,9,3,5,6,2,7,9,8,3,9265936,652.2706493473396,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4.585184310018904,2,18
3.639956716843477,-6.740550860827967,spruce_fir,10,2,2,3,1,8,9,7,2,9566649,218.14673960433146,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,742.5625,3,22
-2.9874071728766807,6.421417299002653,spruce_fir,1,4,1,3,3,9,8,5,4,7834401,31.953090617340916,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,7.438016528925619,2,34
-28.754922569297964,6.185341547166585,spruce_fir,1,2,5,3,3,9,9,7,2,10504081,662.091383420748,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,302.5768698060942,2,18
-3.2114391132403495,1.9679309662773738,spruce_fir,2,2,2,3,4,9,9,6,3,8649481,151.32745950421557,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,56.25,2,23
-3.579323144721828,5.333288615498248,spruce_fir,2,3,1,3,4,9,8,4,2,9247681,110.63453348751464,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20.25,2,23
-3.5200173938635198,-8.425000207935724,spruce_fir,9,3,3,3,7,7,9,8,5,9351364,307.66865293688926,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,91.44140625,4,7
4.098850404570247,-6.0133390829106,spruce_fir,9,2,1,3,5,8,10,8,2,10144225,30.4138126514911,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,36,2,22
-2.4596516940676882,-9.820248811998876,spruce_fir,9,3,1,3,5,8,9,8,1,9302500,109.65856099730654,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,32.310249307479225,4,35
3.7971634075489753,-7.8667269872136485,spruce_fir,9,3,2,3,2,7,10,9,4,9672100,271.5879231482873,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,37.099173553719005,2,17
-19.369355111045287,-3.9498621390541593,spruce_fir,10,2,3,3,3,9,9,7,5,8259876,390.10383233185496,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1877.777777777778,2,22
-7.764640116294364,-4.1344506241478856,spruce_fir,2,2,2,3,6,9,9,5,4,9566649,162.02777539668932,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2916,4,7
-3.2565687712979328,7.00838547523102,spruce_fir,1,4,1,3,3,9,7,4,5,8369449,113.22543883774529,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,10.089965397923875,2,21
-2.5800196835928872,3.319613463867393,spruce_fir,2,2,2,3,4,9,9,5,1,8567329,151.19854496654392,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,62.32686980609418,2,18
-7.73909813952699,-6.504127642556778,spruce_fir,2,3,4,4,8,9,9,5,1,11229201,483.4263128957711,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,24.894847645429365,4,19
-1.5047877700538974,1.424477929343085,spruce_fir,1,2,3,3,2,9,9,6,3,9333025,404.6541733381728,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,308.5368620037807,2,5
-3.0388964013718587,6.761535810401651,spruce_fir,2,4,1,3,2,9,8,4,4,8797156,85.05292469985967,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,802.7777777777777,2,21
-17.38389138509224,-1.2328433893954642,spruce_fir,3,3,1,2,3,10,9,4,4,10112400,120.93386622447825,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,64,4,23
4.230776345222593,-4.680077734211755,spruce_fir,7,2,1,3,3,9,10,7,3,8543929,95.02105029939419,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2256.25,2,22
-3.6197051886626217,-0.689211616145847,spruce_fir,1,1,2,3,1,9,10,6,2,1024e4,192.66551326067673,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,144,3,22
-4.715492745100737,-3.6687803157212233,spruce_fir,4,2,1,3,4,10,10,6,2,10278436,95.04735661763561,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1002.7777777777778,4,22
2.251857953435874,-6.8531282672499945,spruce_fir,8,2,3,3,3,8,10,8,2,9006001,395.9217094325594,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,214.02606310013718,2,5
-5.819112306216692,2.040018471746298,spruce_fir,1,3,3,4,5,9,9,6,4,11022400,340.76678241870934,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,16.69882639841488,2,18
-9.976265362495594,-3.59564979354934,spruce_fir,3,3,1,3,5,10,9,4,7,10291264,67.06713054842886,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,498.7777777777777,4,7
-17.359221844128403,-2.347328293724258,spruce_fir,4,2,1,3,4,10,10,5,5,9684544,60.07495318350236,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,400,2,21
